BLOCKCE20,GEOID20,NAME20,HOUSING20,POP20,geometry,pool_count,visitors_per_1000_residents
1004,230010204021004,Block 1004,54,91,"POLYGON ((-70.212262 44.088816, -70.211699 44.08937, -70.211046 44.090008, -70.210849 44.090208, -70.210693 44.090347, -70.210621 44.090403, -70.21049 44.090489, -70.210382 44.090545, -70.210158 44.090636, -70.209844 44.090743, -70.209516 44.090844, -70.209246 44.090917, -70.208848 44.091034, -70.207885 44.091297, -70.207679 44.091359, -70.207611 44.091388, -70.207565 44.091432, -70.207298 44.091305, -70.205668 44.090502, -70.203245 44.089313, -70.203791 44.088738, -70.204418 44.088068, -70.20538 44.088531, -70.205898 44.088779, -70.20633 44.088995, -70.206713 44.088598, -70.20718 44.088099, -70.207486 44.087767, -70.207656 44.087592, -70.207722 44.087524, -70.207788 44.087441, -70.207827 44.087379, -70.207872 44.087254, -70.207876 44.087194, -70.207867 44.087151, -70.20785 44.087122, -70.207793 44.087071, -70.207173 44.086805, -70.206614 44.086529, -70.206243 44.086355, -70.206087 44.086288, -70.206311 44.086047, -70.20644 44.085871, -70.207646 44.086476, -70.208186 44.086742, -70.208769 44.08703, -70.208538 44.087267, -70.20839 44.087438, -70.208372 44.087477, -70.20838 44.087499, -70.208776 44.087681, -70.209259 44.087917, -70.209302 44.087941, -70.209329 44.087947, -70.209346 44.087947, -70.209375 44.08794, -70.209538 44.087819, -70.209854 44.087565, -70.210271 44.087775, -70.210414 44.087847, -70.210652 44.08796, -70.210838 44.088053, -70.21133 44.0883, -70.211576 44.088438, -70.211931 44.088627, -70.212262 44.088816))",5,54.95
1007,230010204021007,Block 1007,21,39,"POLYGON ((-70.207656 44.087592, -70.207486 44.087767, -70.20718 44.088099, -70.206713 44.088598, -70.20633 44.088995, -70.205898 44.088779, -70.20538 44.088531, -70.205496 44.088408, -70.206507 44.087332, -70.206762 44.087053, -70.206862 44.087102, -70.207722 44.087524, -70.207656 44.087592))",2,51.28
1011,230010204021011,Block 1011,38,88,"POLYGON ((-70.211571 44.086653, -70.211564 44.086785, -70.211538 44.086882, -70.2115 44.086959, -70.211439 44.087041, -70.211321 44.087157, -70.211239 44.087214, -70.211071 44.087302, -70.210659 44.087479, -70.210432 44.087615, -70.210367 44.087666, -70.210271 44.087775, -70.209854 44.087565, -70.208769 44.08703, -70.208186 44.086742, -70.207646 44.086476, -70.207697 44.08641, -70.208 44.086108, -70.208317 44.085798, -70.208369 44.085737, -70.208397 44.0857, -70.208434 44.085613, -70.208446 44.085552, -70.208449 44.085492, -70.208434 44.085381, -70.208413 44.085307, -70.208291 44.085003, -70.208233 44.084884, -70.208336 44.084736, -70.208408 44.084681, -70.208572 44.084612, -70.208723 44.08455, -70.208794 44.084518, -70.208906 44.084503, -70.208951 44.084512, -70.209082 44.084562, -70.209205 44.08463, -70.209241 44.084664, -70.209361 44.084738, -70.209948 44.085134, -70.210167 44.085293, -70.210353 44.085451, -70.210569 44.085552, -70.210811 44.085713, -70.21098 44.085837, -70.21121 44.086045, -70.211424 44.086252, -70.211487 44.086338, -70.21154 44.086427, -70.211566 44.086529, -70.211571 44.086653))",8,90.91
2000,230010204022000,Block 2000,14,20,"POLYGON ((-70.215132 44.093203, -70.214241 44.093493, -70.214132 44.093323, -70.213555 44.092366, -70.213412 44.092131, -70.213256 44.09189, -70.212811 44.09118, -70.212544 44.090742, -70.213428 44.090457, -70.213889 44.091184, -70.214133 44.091584, -70.214452 44.092085, -70.214734 44.092565, -70.214928 44.092897, -70.215084 44.093119, -70.215132 44.093203))",2,100.0
2001,230010204022001,Block 2001,83,207,"POLYGON ((-70.213555 44.092366, -70.212695 44.092648, -70.211676 44.091024, -70.212544 44.090742, -70.212811 44.09118, -70.213256 44.09189, -70.213412 44.092131, -70.213555 44.092366))",14,67.63
2002,230010204022002,Block 2002,8,41,"POLYGON ((-70.212544 44.090742, -70.211676 44.091024, -70.211471 44.090684, -70.211046 44.090008, -70.211699 44.08937, -70.212544 44.090742))",7,170.73
2011,230010204022011,Block 2011,59,144,"POLYGON ((-70.219154 44.091097, -70.21872 44.091243, -70.218239 44.091387, -70.217805 44.090694, -70.217657 44.090468, -70.217494 44.090243, -70.217414 44.090114, -70.217369 44.090033, -70.217351 44.089995, -70.217296 44.08988, -70.21712 44.089588, -70.217162 44.08957, -70.217597 44.089428, -70.217641 44.089409, -70.217712 44.089451, -70.21805 44.089601, -70.218246 44.089694, -70.218263 44.089708, -70.218869 44.090677, -70.218938 44.090779, -70.219088 44.091033, -70.219154 44.091097))",5,34.72
2012,230010204022012,Block 2012,69,111,"POLYGON ((-70.219345 44.091038, -70.219154 44.091097, -70.219088 44.091033, -70.218938 44.090779, -70.218869 44.090677, -70.218263 44.089708, -70.218246 44.089694, -70.21805 44.089601, -70.217712 44.089451, -70.217641 44.089409, -70.21787 44.08918, -70.218001 44.089233, -70.218533 44.089494, -70.219181 44.089823, -70.219247 44.090361, -70.219272 44.090526, -70.219307 44.090874, -70.219345 44.091038))",6,54.05
1006,230010205001006,Block 1006,33,81,"POLYGON ((-70.190047 44.085124, -70.190025 44.085185, -70.189993 44.085242, -70.189925 44.085336, -70.189766 44.08551, -70.189564 44.08568, -70.189467 44.085746, -70.189367 44.085785, -70.189231 44.085811, -70.188815 44.085879, -70.188588 44.085911, -70.188399 44.085938, -70.188307 44.085942, -70.188179 44.085916, -70.187883 44.085789, -70.187314 44.085489, -70.187362 44.085434, -70.187523 44.085275, -70.187648 44.085144, -70.187819 44.084974, -70.18844 44.084321, -70.188502 44.084279, -70.188597 44.084322, -70.188865 44.084466, -70.189189 44.084629, -70.189219 44.084643, -70.189404 44.084729, -70.189496 44.084755, -70.18958 44.084773, -70.189764 44.084802, -70.189816 44.084817, -70.189861 44.084838, -70.189931 44.084885, -70.189986 44.084932, -70.190009 44.084959, -70.190032 44.084993, -70.190048 44.085042, -70.190047 44.085124))",6,74.07
2001,230010205002001,Block 2001,13,35,"POLYGON ((-70.203147 44.080188, -70.202508 44.08086, -70.202349 44.080788, -70.201882 44.080564, -70.201706 44.080468, -70.202195 44.079946, -70.202809 44.079311, -70.202951 44.079158, -70.203743 44.079548, -70.203147 44.080188))",2,57.14
2003,230010205002003,Block 2003,42,100,"POLYGON ((-70.202153 44.078769, -70.201772 44.079192, -70.201182 44.079806, -70.200302 44.080743, -70.199695 44.081373, -70.199477 44.081606, -70.199408 44.08165, -70.199376 44.081626, -70.199253 44.081559, -70.198645 44.081279, -70.198724 44.081201, -70.199155 44.080733, -70.199526 44.080346, -70.199993 44.079842, -70.200663 44.079142, -70.200876 44.078914, -70.201151 44.078633, -70.201447 44.078319, -70.202188 44.078732, -70.202153 44.078769))",6,60.0
4000,230010205004000,Block 4000,161,302,"POLYGON ((-70.203311 44.084346, -70.203129 44.084571, -70.202487 44.08525, -70.201884 44.085896, -70.200429 44.087436, -70.200208 44.087685, -70.200137 44.08778, -70.199884 44.087704, -70.199228 44.08737, -70.198317 44.086898, -70.196889 44.086161, -70.196317 44.085861, -70.19636 44.085821, -70.196519 44.085654, -70.196662 44.085518, -70.196792 44.085379, -70.197154 44.085009, -70.197256 44.084895, -70.197431 44.084721, -70.197544 44.084609, -70.197831 44.084295, -70.198463 44.083635, -70.198559 44.083529, -70.198845 44.083239, -70.198991 44.083097, -70.199166 44.082918, -70.199404 44.082647, -70.199529 44.082513, -70.199714 44.082601, -70.200496 44.082979, -70.201081 44.083263, -70.201559 44.083495, -70.202352 44.083881, -70.202448 44.083923, -70.202755 44.084062, -70.203158 44.084258, -70.203311 44.084346))",3,9.93
4001,230010205004001,Block 4001,18,31,"POLYGON ((-70.198463 44.083635, -70.197831 44.084295, -70.197544 44.084609, -70.197431 44.084721, -70.196624 44.084334, -70.19695 44.083992, -70.197131 44.08381, -70.197588 44.083331, -70.197668 44.083254, -70.197757 44.08329, -70.19812 44.083463, -70.198463 44.083635))",2,64.52
5000,230010205005000,Block 5000,32,56,"POLYGON ((-70.199246 44.09463, -70.199234 44.094713, -70.199225 44.094778, -70.199184 44.094913, -70.199134 44.095013, -70.199031 44.095171, -70.198151 44.096204, -70.196447 44.095339, -70.19677 44.094984, -70.19691 44.094851, -70.197417 44.094325, -70.197494 44.09426, -70.197456 44.094147, -70.197744 44.094084, -70.197856 44.094082, -70.198099 44.094087, -70.199026 44.094095, -70.199179 44.09409, -70.199244 44.094498, -70.199246 44.09463))",6,107.14
5001,230010205005001,Block 5001,21,43,"POLYGON ((-70.197494 44.09426, -70.197417 44.094325, -70.19691 44.094851, -70.19677 44.094984, -70.196447 44.095339, -70.195696 44.094961, -70.195839 44.094797, -70.196159 44.094462, -70.196752 44.093858, -70.197087 44.094026, -70.197178 44.094055, -70.197265 44.094092, -70.197341 44.094119, -70.197456 44.094147, -70.197494 44.09426))",3,69.77
5003,230010205005003,Block 5003,6,10,"POLYGON ((-70.194766 44.090064, -70.194747 44.090079, -70.194724 44.090086, -70.194691 44.090084, -70.194612 44.09005, -70.193638 44.089523, -70.193611 44.089503, -70.193596 44.089481, -70.193587 44.089447, -70.193595 44.08941, -70.193643 44.089341, -70.193813 44.089162, -70.194032 44.088921, -70.19419 44.088992, -70.195249 44.089369, -70.194766 44.090064))",3,300.0
1008,230010206001008,Block 1008,119,233,"POLYGON ((-70.200821 44.076572, -70.200771 44.076672, -70.20072 44.076759, -70.20061 44.076944, -70.200593 44.076968, -70.200509 44.077086, -70.200243 44.077421, -70.2001 44.077592, -70.199992 44.077724, -70.199494 44.077462, -70.199391 44.077413, -70.199255 44.07736, -70.199226 44.077359, -70.199188 44.077366, -70.199159 44.077381, -70.199078 44.07747, -70.198921 44.077657, -70.198563 44.077493, -70.198138 44.077305, -70.198329 44.077063, -70.198622 44.076708, -70.198899 44.076396, -70.198989 44.076268, -70.198999 44.07622, -70.198998 44.076204, -70.198982 44.076157, -70.198938 44.076107, -70.198454 44.075746, -70.198423 44.075733, -70.198381 44.07573, -70.198336 44.075738, -70.198309 44.075763, -70.198065 44.076043, -70.19775 44.076429, -70.197301 44.076952, -70.196836 44.076743, -70.196504 44.076599, -70.196102 44.077079, -70.195864 44.077351, -70.195694 44.077559, -70.195681 44.077592, -70.195679 44.077636, -70.195685 44.077662, -70.19575 44.07772, -70.196016 44.077911, -70.196254 44.078064, -70.196356 44.078114, -70.196486 44.078167, -70.196803 44.078313, -70.197165 44.078468, -70.197412 44.078583, -70.197956 44.078827, -70.198519 44.079076, -70.198768 44.079176, -70.19861 44.079396, -70.198408 44.079691, -70.198067 44.080225, -70.19755 44.08105, -70.197395 44.081306, -70.197344 44.081362, -70.197296 44.08146, -70.197178 44.081398, -70.195783 44.08073, -70.195355 44.080523, -70.194835 44.080284, -70.19402 44.079927, -70.193315 44.079616, -70.19308 44.079517, -70.192907 44.079437, -70.192734 44.079364, -70.192521 44.079268, -70.192452 44.079235, -70.192248 44.079152, -70.191718 44.07892, -70.191287 44.078719, -70.190939 44.078546, -70.190042 44.078127, -70.189814 44.078032, -70.190445 44.077305, -70.190576 44.07716, -70.190648 44.077097, -70.190413 44.076996, -70.189857 44.076736, -70.189597 44.07662, -70.189087 44.076382, -70.189055 44.076364, -70.188449 44.077046, -70.188281 44.077255, -70.188223 44.077334, -70.187834 44.077189, -70.187374 44.077026, -70.186773 44.076813, -70.186457 44.076691, -70.185892 44.076497, -70.18503 44.076214, -70.184797 44.076141, -70.184186 44.075933, -70.184026 44.075881, -70.183226 44.075625, -70.182713 44.075461, -70.183168 44.074657, -70.183258 44.074497, -70.186088 44.07483, -70.187335 44.074975, -70.18866 44.075083, -70.189123 44.075089, -70.190187 44.075007, -70.191376 44.074869, -70.192026 44.074772, -70.192383 44.074719, -70.19423 44.074447, -70.19495 44.074403, -70.195601 44.074391, -70.196287 44.074453, -70.196695 44.074516, -70.197112 44.07461, -70.197702 44.074766, -70.19832 44.074997, -70.198636 44.075144, -70.198756 44.0752, -70.200842 44.076524, -70.200821 44.076572), (-70.194442 44.075619, -70.19443 44.075572, -70.194421 44.07553, -70.194349 44.075373, -70.194302 44.075292, -70.194243 44.075226, -70.194195 44.075183, -70.194054 44.075096, -70.193989 44.075072, -70.193905 44.07506, -70.193838 44.07506, -70.193803 44.075066, -70.193756 44.075073, -70.193663 44.075113, -70.19361 44.075145, -70.193573 44.075184, -70.193545 44.075233, -70.193538 44.075264, -70.19354 44.07536, -70.193555 44.075492, -70.193556 44.075566, -70.19354 44.07566, -70.19352 44.075724, -70.193493 44.075784, -70.193444 44.075862, -70.193326 44.076001, -70.193089 44.076307, -70.193081 44.076349, -70.193085 44.076388, -70.193139 44.076519, -70.193317 44.076874, -70.193394 44.077, -70.193421 44.077027, -70.193492 44.077078, -70.193525 44.077097, -70.193917 44.076587, -70.194312 44.076118, -70.194347 44.076061, -70.19442 44.075899, -70.19444 44.075809, -70.194449 44.075691, -70.194442 44.075619))",8,34.33
1015,230010206001015,Block 1015,8,15,"POLYGON ((-70.197707 44.077815, -70.197372 44.078224, -70.197165 44.078468, -70.196803 44.078313, -70.196486 44.078167, -70.196356 44.078114, -70.196462 44.077968, -70.197301 44.076952, -70.198138 44.077305, -70.197707 44.077815))",4,266.67
2000,230010206002000,Block 2000,94,201,"POLYGON ((-70.186366 44.085422, -70.186226 44.085589, -70.185533 44.086375, -70.185134 44.086827, -70.184486 44.08754, -70.184273 44.087776, -70.183852 44.088248, -70.183462 44.088695, -70.182816 44.088375, -70.182487 44.088199, -70.181736 44.087816, -70.181373 44.087636, -70.181148 44.087521, -70.180293 44.087085, -70.179986 44.086924, -70.177255 44.085517, -70.176515 44.085155, -70.176318 44.085053, -70.176361 44.084997, -70.176681 44.084639, -70.17683 44.084448, -70.176887 44.084382, -70.177521 44.083698, -70.177886 44.083305, -70.178008 44.08316, -70.178106 44.082993, -70.178196 44.08284, -70.178259 44.082658, -70.178281 44.082539, -70.178286 44.082452, -70.178248 44.082063, -70.17818 44.081488, -70.177967 44.080067, -70.177927 44.07956, -70.177933 44.079337, -70.177978 44.079099, -70.178023 44.078949, -70.178112 44.078697, -70.178168 44.07858, -70.178307 44.07834, -70.178399 44.078207, -70.178589 44.077976, -70.178719 44.077851, -70.17886 44.077729, -70.179057 44.077579, -70.179175 44.077498, -70.179385 44.077369, -70.179428 44.077341, -70.17962 44.077249, -70.17991 44.077122, -70.18029 44.077008, -70.180719 44.077591, -70.180813 44.077705, -70.180933 44.077821, -70.181141 44.07798, -70.181552 44.078267, -70.181676 44.07836, -70.181894 44.078506, -70.182054 44.078612, -70.181889 44.078789, -70.181597 44.079122, -70.181465 44.079259, -70.181371 44.079369, -70.181245 44.079502, -70.180481 44.080365, -70.180018 44.080889, -70.179466 44.081587, -70.180205 44.081937, -70.180993 44.082311, -70.18147 44.082543, -70.181723 44.082674, -70.181953 44.082786, -70.182078 44.082847, -70.182167 44.082894, -70.18227 44.08294, -70.182493 44.083058, -70.182901 44.083259, -70.183573 44.083591, -70.18428 44.083951, -70.184496 44.084055, -70.18464 44.084132, -70.185036 44.084333, -70.185131 44.084381, -70.18577 44.084715, -70.186005 44.084829, -70.186135 44.084903, -70.186572 44.085122, -70.186366 44.085422))",3,14.93
2011,230010207002011,Block 2011,65,115,"POLYGON ((-70.196233 44.098609, -70.195985 44.098884, -70.195832 44.099044, -70.195764 44.099116, -70.195342 44.098902, -70.19512 44.098794, -70.194068 44.098258, -70.193367 44.097906, -70.193222 44.098035, -70.193091 44.098166, -70.192968 44.098297, -70.192899 44.098391, -70.192904 44.098417, -70.192922 44.098431, -70.19311 44.098532, -70.193426 44.098692, -70.193635 44.098805, -70.194229 44.099106, -70.194424 44.099201, -70.194831 44.099411, -70.195283 44.099631, -70.195048 44.09988, -70.194794 44.100161, -70.194659 44.100095, -70.194463 44.09999, -70.193059 44.099266, -70.192362 44.098913, -70.191406 44.098415, -70.190819 44.098114, -70.190505 44.097945, -70.190378 44.097855, -70.190866 44.097343, -70.19134 44.096846, -70.191455 44.09672, -70.191827 44.096294, -70.191981 44.096361, -70.19224 44.096499, -70.193795 44.097277, -70.194171 44.097473, -70.19565 44.098211, -70.196059 44.098426, -70.196297 44.098534, -70.196233 44.098609))",1,8.7
3005,230010207003005,Block 3005,10,29,"POLYGON ((-70.180349 44.102659, -70.180333 44.102738, -70.180127 44.103276, -70.179918 44.10379, -70.179883 44.10389, -70.179838 44.103986, -70.179792 44.1041, -70.1796 44.104532, -70.17946 44.104884, -70.179381 44.105055, -70.17929 44.105287, -70.179182 44.105543, -70.179113 44.105706, -70.178929 44.106123, -70.178831 44.10637, -70.178797 44.106418, -70.178737 44.106481, -70.178567 44.106404, -70.177011 44.10554, -70.176423 44.105221, -70.175994 44.105, -70.176117 44.104786, -70.176205 44.104605, -70.17634 44.104329, -70.176367 44.104283, -70.176436 44.104135, -70.176589 44.103806, -70.176641 44.103697, -70.17676 44.103462, -70.176868 44.103214, -70.176884 44.103109, -70.176904 44.103045, -70.177167 44.103025, -70.177483 44.102995, -70.177945 44.102945, -70.178365 44.102889, -70.179072 44.102786, -70.179927 44.102661, -70.180349 44.1026, -70.180349 44.102659))",1,34.48
4004,230010207004004,Block 4004,24,61,"POLYGON ((-70.194791 44.117992, -70.194534 44.118252, -70.194375 44.118429, -70.1943 44.118384, -70.19325 44.117844, -70.191685 44.117066, -70.191212 44.116825, -70.190287 44.116364, -70.190441 44.116191, -70.190516 44.116102, -70.190971 44.115615, -70.191118 44.115696, -70.193692 44.116977, -70.193982 44.117117, -70.194341 44.117298, -70.194641 44.11744, -70.195108 44.117671, -70.194791 44.117992))",4,65.57
1010,230010208011010,Block 1010,66,161,"POLYGON ((-70.167173 44.102425, -70.166157 44.103537, -70.166002 44.103712, -70.165477 44.104282, -70.164854 44.104977, -70.164429 44.105438, -70.16278 44.107271, -70.16242 44.107691, -70.162175 44.108031, -70.161495 44.108979, -70.161222 44.109372, -70.160879 44.109853, -70.160548 44.109673, -70.15968 44.109148, -70.159095 44.10715, -70.158833 44.106262, -70.159014 44.105939, -70.159983 44.104386, -70.159943 44.104325, -70.159317 44.103599, -70.159156 44.10261, -70.159378 44.102368, -70.159458 44.102307, -70.160064 44.102287, -70.160579 44.101414, -70.160774 44.101439, -70.161261 44.101505, -70.16162 44.101552, -70.162147 44.10162, -70.16296 44.101726, -70.163179 44.101754, -70.164121 44.101876, -70.165025 44.101995, -70.166092 44.102138, -70.166266 44.102164, -70.16732 44.102308, -70.167173 44.102425), (-70.161836 44.104993, -70.161813 44.10496, -70.161584 44.10487, -70.161026 44.104669, -70.160813 44.104974, -70.160054 44.106103, -70.159935 44.10627, -70.160313 44.106408, -70.160793 44.106575, -70.161315 44.105808, -70.161725 44.105193, -70.161832 44.105023, -70.161836 44.104993))",2,12.42
2010,230010208022010,Block 2010,224,495,"POLYGON ((-70.170356 44.082686, -70.169433 44.083741, -70.169107 44.084093, -70.167924 44.085263, -70.166737 44.086442, -70.166399 44.086796, -70.165776 44.08748, -70.165158 44.088145, -70.164599 44.088717, -70.164412 44.088933, -70.164217 44.089188, -70.164164 44.089267, -70.164136 44.089188, -70.164047 44.089154, -70.163741 44.089024, -70.162957 44.088675, -70.162778 44.088584, -70.162499 44.088448, -70.162516 44.088433, -70.162697 44.088239, -70.162714 44.088221, -70.162732 44.088199, -70.162746 44.08818, -70.162761 44.088159, -70.162773 44.08814, -70.162783 44.088121, -70.162794 44.088102, -70.162802 44.088083, -70.162813 44.088058, -70.162819 44.088042, -70.162826 44.088019, -70.162833 44.08799, -70.162914 44.087612, -70.16292 44.087585, -70.162926 44.087561, -70.162932 44.087535, -70.16294 44.087507, -70.162949 44.08748, -70.162961 44.087444, -70.162974 44.087408, -70.162987 44.087376, -70.163003 44.087337, -70.163021 44.087299, -70.163036 44.087267, -70.163048 44.087243, -70.16306 44.087221, -70.163075 44.087194, -70.163091 44.087167, -70.163109 44.087138, -70.163128 44.087108, -70.163143 44.087085, -70.163159 44.087062, -70.163182 44.087031, -70.163202 44.087004, -70.163221 44.08698, -70.163233 44.086964, -70.163253 44.086939, -70.163273 44.086917, -70.163297 44.08689, -70.163321 44.086864, -70.163779 44.086376, -70.162825 44.085911, -70.162263 44.085637, -70.16191 44.085465, -70.161876 44.085449, -70.161846 44.085434, -70.161816 44.085421, -70.161787 44.085408, -70.161755 44.085397, -70.161723 44.085387, -70.161665 44.085372, -70.161618 44.085363, -70.161579 44.085358, -70.161545 44.085355, -70.161492 44.085352, -70.161453 44.085352, -70.161396 44.085355, -70.161363 44.085359, -70.161317 44.085365, -70.161276 44.085374, -70.161234 44.085384, -70.161194 44.085396, -70.161149 44.085413, -70.161114 44.085428, -70.161081 44.085444, -70.161041 44.085467, -70.161013 44.085485, -70.160982 44.085508, -70.160946 44.085539, -70.160916 44.085569, -70.160891 44.085599, -70.160872 44.085625, -70.160857 44.08565, -70.160769 44.085805, -70.160184 44.086834, -70.159984 44.087185, -70.159933 44.087165, -70.15982 44.087127, -70.159613 44.087076, -70.159418 44.08704, -70.15935 44.087031, -70.15926 44.087018, -70.159037 44.086994, -70.158645 44.086959, -70.158227 44.086934, -70.157305 44.086845, -70.156961 44.08682, -70.156739 44.086813, -70.156513 44.086824, -70.156303 44.08685, -70.156169 44.086877, -70.156009 44.086919, -70.154957 44.087224, -70.154554 44.087335, -70.154207 44.08742, -70.153501 44.087576, -70.153052 44.08766, -70.152558 44.087729, -70.151953 44.087813, -70.151466 44.087874, -70.15064 44.08798, -70.150152 44.088028, -70.149922 44.088041, -70.149542 44.088045, -70.149344 44.088038, -70.149005 44.08802, -70.14836 44.087987, -70.146709 44.087933, -70.146519 44.087937, -70.146447 44.087942, -70.146365 44.087957, -70.146261 44.087989, -70.146072 44.088069, -70.145785 44.088214, -70.145676 44.088263, -70.145205 44.088453, -70.144891 44.088577, -70.144617 44.088675, -70.144199 44.088806, -70.142932 44.088122, -70.142212 44.087729, -70.141898 44.087548, -70.141669 44.087399, -70.141519 44.087295, -70.141204 44.087059, -70.140909 44.086866, -70.140635 44.086713, -70.140413 44.086603, -70.140142 44.086477, -70.13991 44.086379, -70.139608 44.08627, -70.139136 44.086122, -70.138129 44.08583, -70.137561 44.085677, -70.136615 44.085448, -70.136577 44.085436, -70.136045 44.085285, -70.135816 44.085211, -70.134697 44.084797, -70.133485 44.084332, -70.133116 44.08418, -70.132769 44.084024, -70.132606 44.083944, -70.132325 44.083787, -70.132088 44.083638, -70.131827 44.083447, -70.131093 44.082846, -70.13097 44.08275, -70.130748 44.082595, -70.13059 44.082491, -70.130373 44.082367, -70.1302 44.082275, -70.13004 44.082198, -70.129719 44.082079, -70.129557 44.082025, -70.129356 44.081966, -70.128657 44.081803, -70.127917 44.081642, -70.127719 44.081587, -70.127587 44.081553, -70.127403 44.081493, -70.127143 44.081386, -70.126975 44.081306, -70.12544 44.080489, -70.12436 44.079914, -70.123982 44.079707, -70.124016 44.079462, -70.124067 44.079036, -70.124151 44.078495, -70.124151 44.078428, -70.124252 44.077765, -70.124256 44.077661, -70.124269 44.077658, -70.12494 44.077348, -70.127025 44.076384, -70.128516 44.075694, -70.129462 44.075257, -70.131111 44.074505, -70.133283 44.073498, -70.133453 44.073405, -70.137463 44.071536, -70.13879 44.070922, -70.139243 44.071423, -70.139411 44.071575, -70.139489 44.071632, -70.139708 44.071765, -70.139834 44.071828, -70.140082 44.071926, -70.140227 44.071968, -70.140366 44.072003, -70.140839 44.07209, -70.141391 44.07219, -70.141534 44.07222, -70.141888 44.072293, -70.142049 44.072339, -70.142234 44.072408, -70.142662 44.072616, -70.143585 44.073086, -70.143884 44.073275, -70.144225 44.073555, -70.144333 44.07366, -70.14448 44.073824, -70.144673 44.074061, -70.144799 44.074227, -70.145708 44.075517, -70.145842 44.075686, -70.146043 44.075899, -70.146179 44.076035, -70.146246 44.076095, -70.146409 44.076225, -70.146557 44.07633, -70.146689 44.076406, -70.146863 44.076488, -70.147113 44.076581, -70.148724 44.077107, -70.150186 44.077595, -70.150727 44.077782, -70.150914 44.077842, -70.151263 44.07797, -70.151437 44.078062, -70.151698 44.078228, -70.152417 44.078674, -70.152526 44.078729, -70.152683 44.078795, -70.152771 44.078824, -70.152914 44.07886, -70.153077 44.078889, -70.153219 44.078905, -70.153383 44.078909, -70.153532 44.078899, -70.1537 44.078876, -70.154039 44.078802, -70.154446 44.078707, -70.154904 44.078612, -70.15519 44.078558, -70.155517 44.078504, -70.155954 44.078417, -70.156426 44.078336, -70.156932 44.078238, -70.157537 44.07813, -70.158732 44.0779, -70.159656 44.077734, -70.160467 44.077594, -70.160844 44.077548, -70.160979 44.077548, -70.161174 44.077567, -70.161369 44.077606, -70.16192 44.07781, -70.161998 44.077828, -70.162133 44.077837, -70.162455 44.077826, -70.162537 44.077967, -70.162655 44.078096, -70.162799 44.078233, -70.162865 44.078278, -70.163076 44.078395, -70.163709 44.078708, -70.164628 44.079168, -70.166103 44.079918, -70.166325 44.080027, -70.168758 44.081265, -70.169541 44.081671, -70.170724 44.082265, -70.170356 44.082686))",3,6.06
